file,age,gender,race,service_test
train/667.jpg,20-29,0,0,True
train/672.jpg,30-39,0,0,False
train/687.jpg,30-39,1,0,True
train/690.jpg,40-49,1,0,False
train/691.jpg,50-59,0,0,False
train/698.jpg,10-19,1,0,True
train/699.jpg,40-49,0,0,False
train/706.jpg,20-29,0,0,True
train/711.jpg,20-29,1,0,True
train/712.jpg,40-49,0,0,False
train/717.jpg,20-29,0,0,True
train/719.jpg,20-29,0,0,True
train/723.jpg,20-29,1,0,False
train/736.jpg,20-29,0,0,True
train/743.jpg,40-49,0,0,False
train/744.jpg,40-49,0,0,False
train/763.jpg,20-29,1,0,False
train/764.jpg,30-39,0,0,True
train/766.jpg,10-19,1,0,True
train/768.jpg,50-59,0,0,False
train/784.jpg,20-29,0,0,False
train/785.jpg,20-29,1,0,False
train/788.jpg,30-39,1,0,True
train/792.jpg,30-39,1,0,False
train/794.jpg,20-29,0,0,False
train/806.jpg,30-39,0,0,True
train/807.jpg,10-19,1,0,False
train/814.jpg,30-39,0,0,False
train/820.jpg,20-29,0,0,False
train/823.jpg,10-19,1,0,True
train/824.jpg,50-59,0,0,False
train/827.jpg,30-39,0,0,False
train/838.jpg,20-29,1,0,False
train/844.jpg,10-19,0,0,False
train/848.jpg,10-19,1,0,True
train/866.jpg,20-29,1,0,True
train/874.jpg,20-29,1,0,False
train/886.jpg,40-49,1,0,False
train/890.jpg,60-69,0,0,False
train/896.jpg,40-49,0,0,False
train/899.jpg,40-49,0,0,False
train/903.jpg,40-49,0,0,True
train/909.jpg,30-39,1,0,False
train/914.jpg,40-49,0,0,False
train/916.jpg,40-49,1,0,False
train/918.jpg,20-29,1,0,False
train/925.jpg,40-49,0,0,False
train/931.jpg,10-19,0,0,True
train/932.jpg,30-39,1,0,True
train/933.jpg,10-19,1,0,True
train/940.jpg,30-39,1,0,True
train/948.jpg,10-19,1,0,False
train/950.jpg,20-29,0,0,True
train/962.jpg,40-49,0,0,False
train/979.jpg,20-29,0,0,True
train/993.jpg,40-49,0,0,True
train/1000.jpg,30-39,0,0,False
train/1014.jpg,50-59,0,0,False
train/1017.jpg,60-69,1,0,False
train/1033.jpg,40-49,0,0,True
train/1037.jpg,10-19,1,0,True
train/1049.jpg,20-29,0,0,False
train/1051.jpg,20-29,1,0,True
train/1062.jpg,20-29,1,0,False
train/1066.jpg,20-29,0,0,False
train/1070.jpg,20-29,1,0,True
train/1077.jpg,40-49,0,0,False
train/1080.jpg,30-39,1,0,False
train/1082.jpg,20-29,0,0,True
train/1086.jpg,30-39,0,0,True
train/1097.jpg,20-29,0,0,False
train/1100.jpg,20-29,1,0,False
train/1104.jpg,30-39,0,0,False
train/1106.jpg,30-39,1,0,False
train/1107.jpg,30-39,1,0,True
train/1108.jpg,20-29,1,0,False
train/1110.jpg,40-49,1,0,False
train/1116.jpg,20-29,0,0,True
train/1120.jpg,20-29,0,0,False
train/1122.jpg,20-29,1,0,False
train/1123.jpg,30-39,0,0,False
train/1124.jpg,30-39,1,0,False
train/1126.jpg,30-39,1,0,True
train/1131.jpg,20-29,1,0,True
train/1133.jpg,30-39,0,0,True
train/1134.jpg,20-29,1,0,True
train/1136.jpg,20-29,0,0,True
train/1137.jpg,60-69,0,0,True
train/1148.jpg,40-49,0,0,True
train/1157.jpg,30-39,0,0,False
train/1160.jpg,50-59,0,0,False
train/1161.jpg,50-59,0,0,False
train/1162.jpg,40-49,1,0,False
train/1170.jpg,20-29,1,0,False
train/1171.jpg,60-69,0,0,False
train/1173.jpg,40-49,0,0,False
train/1174.jpg,30-39,0,0,False
train/1178.jpg,20-29,0,0,True
train/1182.jpg,30-39,0,0,False
train/1189.jpg,30-39,0,0,False
train/1195.jpg,60-69,0,0,False
train/1196.jpg,30-39,0,0,True
train/1203.jpg,40-49,0,0,False
train/1214.jpg,20-29,0,0,False
train/1217.jpg,40-49,0,0,False
train/1228.jpg,10-19,0,0,False
train/1234.jpg,20-29,0,0,True
train/1240.jpg,30-39,1,0,False
train/1246.jpg,20-29,1,0,False
train/1252.jpg,20-29,1,0,False
train/1254.jpg,10-19,0,0,False
train/1255.jpg,40-49,0,0,False
train/1258.jpg,30-39,0,0,False
train/1281.jpg,20-29,0,0,True
train/1301.jpg,20-29,1,0,True
train/1322.jpg,20-29,1,0,False
train/1331.jpg,30-39,1,0,False
train/1332.jpg,40-49,0,0,False
train/1334.jpg,50-59,0,0,False
train/1337.jpg,20-29,0,0,True
train/1340.jpg,20-29,0,0,True
train/1341.jpg,20-29,1,0,False
train/1343.jpg,20-29,1,0,True
train/1345.jpg,50-59,0,0,False
train/1347.jpg,50-59,0,0,False
train/1354.jpg,20-29,1,0,False
train/1370.jpg,20-29,0,0,False
train/1371.jpg,20-29,1,0,True
train/1372.jpg,50-59,1,0,True
train/1375.jpg,50-59,1,0,True
train/1381.jpg,40-49,1,0,True
train/1382.jpg,50-59,0,0,False
train/1383.jpg,30-39,0,0,False
train/1386.jpg,40-49,0,0,True
train/1390.jpg,20-29,1,0,True
train/1391.jpg,60-69,0,0,False
train/1393.jpg,20-29,1,0,False
train/1406.jpg,20-29,0,0,False
train/1412.jpg,60-69,0,0,False
train/1417.jpg,40-49,0,0,True
train/1420.jpg,20-29,1,0,False
train/1424.jpg,30-39,0,0,False
train/1426.jpg,30-39,1,0,False
train/1427.jpg,50-59,1,0,False
train/1440.jpg,30-39,0,0,True
train/1442.jpg,20-29,0,0,False
train/1445.jpg,30-39,0,0,False
train/1463.jpg,40-49,0,0,False
train/1469.jpg,10-19,0,0,True
train/1478.jpg,30-39,1,0,False
train/1482.jpg,20-29,1,0,True
train/1491.jpg,30-39,0,0,True
train/1496.jpg,50-59,1,0,False
train/1504.jpg,40-49,0,0,False
train/1505.jpg,30-39,0,0,True
train/1515.jpg,20-29,1,0,False
train/1520.jpg,20-29,1,0,False
train/1525.jpg,20-29,0,0,True
train/1533.jpg,40-49,1,0,True
train/1556.jpg,20-29,0,0,True
train/1557.jpg,30-39,1,0,False
train/1562.jpg,20-29,0,0,True
train/1563.jpg,20-29,1,0,True
train/1568.jpg,10-19,0,0,True
train/1571.jpg,10-19,1,0,True
train/1574.jpg,20-29,0,0,True
train/1575.jpg,40-49,0,0,False
train/1576.jpg,40-49,1,0,False
train/1579.jpg,30-39,0,0,False
train/1585.jpg,40-49,1,0,True
train/1587.jpg,40-49,1,0,True
train/1592.jpg,10-19,1,0,True
train/1594.jpg,20-29,0,0,False
train/1606.jpg,40-49,1,0,False
train/1615.jpg,20-29,0,0,False
train/1618.jpg,20-29,0,0,True
train/1621.jpg,20-29,1,0,True
train/1624.jpg,30-39,0,0,True
train/1659.jpg,30-39,0,0,False
train/1665.jpg,20-29,1,0,True
train/1667.jpg,20-29,1,0,False
train/1681.jpg,60-69,0,0,False
train/1685.jpg,30-39,0,0,False
train/1692.jpg,10-19,0,0,False
train/1697.jpg,20-29,1,0,True
train/1715.jpg,30-39,1,0,True
train/1721.jpg,20-29,0,0,True
train/1722.jpg,10-19,0,0,True
train/1729.jpg,20-29,0,0,True
train/1747.jpg,60-69,1,0,True
train/1761.jpg,60-69,0,0,False
train/1775.jpg,20-29,0,0,False
train/1776.jpg,30-39,1,0,False
train/1779.jpg,20-29,1,0,True
train/1786.jpg,50-59,0,0,False
train/1803.jpg,10-19,1,0,True
train/1805.jpg,50-59,1,0,False
train/1818.jpg,30-39,1,0,False
train/1820.jpg,30-39,0,0,False
train/1822.jpg,50-59,1,0,False
train/1824.jpg,30-39,0,0,False
train/1833.jpg,20-29,0,0,False
train/1836.jpg,10-19,1,0,False
train/1837.jpg,40-49,0,0,False
train/1838.jpg,10-19,0,0,True
train/1840.jpg,30-39,0,0,False
train/1849.jpg,30-39,1,0,False
train/1852.jpg,20-29,1,0,False
train/1861.jpg,20-29,0,0,True
train/1865.jpg,10-19,0,0,False
train/1873.jpg,20-29,1,0,False
train/1878.jpg,40-49,0,0,False
train/1879.jpg,40-49,0,0,False
train/1881.jpg,40-49,1,0,False
train/1889.jpg,30-39,0,0,False
train/1894.jpg,40-49,1,0,False
train/1900.jpg,20-29,1,0,False
train/1902.jpg,50-59,0,0,False
train/1904.jpg,30-39,1,0,False
train/1918.jpg,20-29,0,0,True
train/1937.jpg,30-39,0,0,False
train/1938.jpg,20-29,0,0,True
train/1955.jpg,20-29,1,0,False
train/1956.jpg,20-29,1,0,True
train/1967.jpg,20-29,1,0,True
train/1974.jpg,20-29,0,0,False
train/1978.jpg,50-59,1,0,False
train/1980.jpg,30-39,1,0,False
train/1988.jpg,50-59,1,0,False
train/1989.jpg,20-29,0,0,False
train/1990.jpg,50-59,0,0,False
train/1994.jpg,60-69,0,0,False
train/1997.jpg,30-39,0,0,False
train/1999.jpg,20-29,1,0,True
train/2006.jpg,20-29,1,0,False
train/2012.jpg,30-39,0,0,False
train/2016.jpg,60-69,0,0,True
train/2020.jpg,20-29,0,0,False
train/2024.jpg,20-29,0,0,True
train/2026.jpg,30-39,0,0,True
train/2027.jpg,20-29,1,0,True
train/2031.jpg,30-39,0,0,False
train/2033.jpg,40-49,1,0,False
train/2035.jpg,30-39,0,0,False
train/2041.jpg,20-29,0,0,False
train/2044.jpg,30-39,1,0,False
train/2048.jpg,30-39,1,0,False
train/2057.jpg,50-59,1,0,True
train/2065.jpg,30-39,1,0,True
train/2066.jpg,20-29,1,0,False
train/2067.jpg,50-59,0,0,False
train/2073.jpg,20-29,1,0,False
train/2085.jpg,50-59,0,0,False
train/2092.jpg,20-29,1,0,True
train/2095.jpg,30-39,1,0,True
train/2097.jpg,10-19,0,0,True
train/2099.jpg,50-59,0,0,False
train/2104.jpg,20-29,1,0,False
train/2106.jpg,20-29,1,0,False
train/2123.jpg,20-29,1,0,True
train/2126.jpg,20-29,0,0,True
train/2131.jpg,20-29,1,0,True
train/2137.jpg,30-39,1,0,False
train/2139.jpg,20-29,1,0,False
train/2144.jpg,20-29,0,0,False
train/2147.jpg,20-29,1,0,False
train/2150.jpg,30-39,0,0,True
train/2153.jpg,20-29,1,0,False
train/2156.jpg,10-19,1,0,True
train/2161.jpg,20-29,1,0,True
train/2173.jpg,30-39,1,0,True
train/2184.jpg,20-29,1,0,False
train/2187.jpg,40-49,0,0,False
train/2189.jpg,30-39,1,0,False
train/2193.jpg,20-29,0,0,True
train/2206.jpg,20-29,1,0,False
train/2207.jpg,50-59,0,0,False
train/2217.jpg,20-29,0,0,True
train/2221.jpg,30-39,1,0,False
train/2228.jpg,30-39,1,0,True
train/2236.jpg,40-49,1,0,True
train/2237.jpg,60-69,0,0,False
train/2246.jpg,10-19,1,0,False
train/2259.jpg,30-39,1,0,False
train/2263.jpg,30-39,1,0,False
train/2266.jpg,10-19,1,0,False
train/2270.jpg,10-19,1,0,False
train/2272.jpg,20-29,0,0,False
train/2276.jpg,20-29,1,0,True
train/2278.jpg,40-49,1,0,False
train/2290.jpg,20-29,1,0,True
train/2300.jpg,30-39,0,0,True
train/2301.jpg,30-39,0,0,False
train/2308.jpg,20-29,1,0,False
train/2319.jpg,30-39,0,0,False
train/2326.jpg,40-49,0,0,False
train/2334.jpg,20-29,1,0,False
train/2337.jpg,30-39,1,0,False
train/2340.jpg,10-19,1,0,False
train/2343.jpg,60-69,0,0,False
train/2363.jpg,20-29,0,0,False
train/2364.jpg,20-29,1,0,True
train/2368.jpg,50-59,0,0,False
train/2370.jpg,20-29,1,0,False
train/2380.jpg,20-29,1,0,True
train/2388.jpg,20-29,1,0,False
train/2389.jpg,20-29,1,0,False
train/2391.jpg,50-59,1,0,False
train/2398.jpg,10-19,0,0,True
train/2400.jpg,30-39,0,0,True
train/2424.jpg,40-49,1,0,True
train/2426.jpg,40-49,1,0,False
train/2428.jpg,30-39,1,0,False
train/2441.jpg,30-39,1,0,False
train/2443.jpg,50-59,0,0,False
train/2449.jpg,50-59,0,0,False
train/2455.jpg,60-69,1,0,False
train/2460.jpg,40-49,1,0,False
train/2462.jpg,20-29,1,0,True
train/2490.jpg,30-39,0,0,False
train/2495.jpg,10-19,1,0,True
train/2497.jpg,30-39,0,0,False
train/2500.jpg,30-39,0,0,False
train/2502.jpg,30-39,1,0,False
train/2516.jpg,20-29,1,0,False
train/2527.jpg,20-29,1,0,False
train/2530.jpg,20-29,1,0,False
train/2532.jpg,30-39,1,0,True
train/2533.jpg,50-59,0,0,True
train/2544.jpg,20-29,1,0,False
train/2546.jpg,20-29,0,0,False
train/2557.jpg,60-69,1,0,False
train/2559.jpg,20-29,0,0,False
train/2592.jpg,30-39,0,0,True
train/2596.jpg,50-59,1,0,True
train/2601.jpg,50-59,1,0,False
train/2603.jpg,30-39,0,0,False
train/2611.jpg,10-19,1,0,True
train/2616.jpg,20-29,0,0,False
train/2621.jpg,20-29,1,0,True
train/2624.jpg,30-39,1,0,False
train/2629.jpg,20-29,0,0,False
train/2630.jpg,20-29,1,0,True
train/2639.jpg,30-39,0,0,True
train/2640.jpg,20-29,1,0,True
train/2644.jpg,20-29,0,0,False
train/2650.jpg,20-29,1,0,True
train/2655.jpg,20-29,0,0,True
train/2657.jpg,40-49,0,0,True
train/2665.jpg,10-19,1,0,False
train/2669.jpg,30-39,1,0,False
train/2670.jpg,20-29,0,0,True
train/2671.jpg,10-19,0,0,True
train/2674.jpg,10-19,1,0,True
train/2677.jpg,10-19,1,0,True
train/2686.jpg,30-39,0,0,False
train/2689.jpg,30-39,0,0,False
train/2700.jpg,20-29,1,0,False
train/2705.jpg,20-29,0,0,False
train/2716.jpg,60-69,0,0,False
train/2729.jpg,40-49,1,0,False
train/2741.jpg,20-29,1,0,True
train/2743.jpg,20-29,1,0,False
train/2744.jpg,40-49,0,0,True
train/2772.jpg,40-49,0,0,False
train/2774.jpg,40-49,1,0,False
train/2776.jpg,30-39,0,0,False
train/2787.jpg,10-19,0,0,False
train/2790.jpg,10-19,1,0,False
train/2793.jpg,30-39,0,0,False
train/2794.jpg,30-39,1,0,True
train/2796.jpg,30-39,0,0,False
train/2822.jpg,40-49,1,0,True
train/2826.jpg,20-29,0,0,False
train/2833.jpg,50-59,1,0,True
train/2838.jpg,20-29,0,0,False
train/2846.jpg,60-69,0,0,False
train/2850.jpg,20-29,1,0,False
train/2855.jpg,20-29,0,0,False
train/2856.jpg,20-29,0,0,False
train/2860.jpg,10-19,1,0,False
train/2862.jpg,50-59,1,0,True
train/2874.jpg,20-29,1,0,True
train/2876.jpg,30-39,1,0,False
train/2884.jpg,20-29,1,0,False
train/2891.jpg,20-29,1,0,False
train/2893.jpg,30-39,1,0,True
train/2895.jpg,30-39,0,0,False
train/2901.jpg,20-29,1,0,True
train/2905.jpg,50-59,0,0,False
train/2911.jpg,60-69,0,0,False
train/2926.jpg,20-29,0,0,False
train/2933.jpg,20-29,0,0,False
train/2934.jpg,20-29,1,0,True
train/2941.jpg,30-39,1,0,False
train/2943.jpg,10-19,1,0,False
train/2947.jpg,40-49,1,0,False
train/2967.jpg,10-19,1,0,True
train/2971.jpg,40-49,0,0,True
train/2977.jpg,40-49,0,0,False
train/2978.jpg,20-29,0,0,True
train/2982.jpg,50-59,0,0,True
train/2989.jpg,30-39,0,0,False
train/3005.jpg,20-29,1,0,True
train/3012.jpg,10-19,1,0,False
train/3014.jpg,40-49,1,0,True
train/3022.jpg,30-39,0,0,False
train/3024.jpg,20-29,1,0,True
train/3036.jpg,20-29,1,0,False
train/3047.jpg,50-59,0,0,False
train/3048.jpg,50-59,0,0,False
train/3050.jpg,20-29,0,0,False
train/3051.jpg,20-29,1,0,False
train/3058.jpg,30-39,1,0,False
train/3063.jpg,20-29,1,0,False
train/3069.jpg,10-19,1,0,True
train/3071.jpg,20-29,1,0,True
train/3075.jpg,30-39,0,0,False
train/3078.jpg,20-29,1,0,False
train/3079.jpg,20-29,0,0,False
train/3089.jpg,20-29,1,0,True
train/3091.jpg,30-39,1,0,True
train/3099.jpg,20-29,1,0,False
train/3110.jpg,30-39,1,0,False
train/3113.jpg,60-69,0,0,False
train/3116.jpg,20-29,1,0,False
train/3124.jpg,10-19,0,0,True
train/3125.jpg,30-39,1,0,True
train/3129.jpg,10-19,0,0,True
train/3136.jpg,50-59,0,0,False
train/3146.jpg,30-39,0,0,False
train/3153.jpg,40-49,0,0,True
train/3156.jpg,60-69,1,0,True
train/3159.jpg,60-69,1,0,False
train/3162.jpg,20-29,0,0,True
train/3177.jpg,30-39,1,0,False
train/3192.jpg,30-39,0,0,False
train/3193.jpg,40-49,0,0,False
train/3210.jpg,20-29,1,0,True
train/3215.jpg,30-39,0,0,False
train/3223.jpg,40-49,0,0,False
train/3231.jpg,40-49,1,0,True
train/3238.jpg,20-29,0,0,False
train/3239.jpg,50-59,0,0,False
train/3263.jpg,20-29,1,0,False
train/3266.jpg,20-29,1,0,True
train/3271.jpg,20-29,0,0,True
train/3276.jpg,40-49,0,0,False
train/3279.jpg,50-59,0,0,False
train/3283.jpg,30-39,0,0,True
train/3284.jpg,50-59,0,0,False
train/3290.jpg,40-49,1,0,False
train/3295.jpg,20-29,1,0,True
train/3297.jpg,30-39,1,0,False
train/3304.jpg,60-69,0,0,False
train/3306.jpg,30-39,0,0,False
train/3309.jpg,30-39,0,0,False
train/3311.jpg,20-29,0,0,True
train/3313.jpg,30-39,0,0,False
train/3317.jpg,40-49,1,0,False
train/3322.jpg,40-49,0,0,True
train/3323.jpg,50-59,0,0,False
train/3324.jpg,20-29,1,0,False
train/3328.jpg,30-39,0,0,False
train/3342.jpg,60-69,0,0,False
train/3343.jpg,20-29,0,0,True
train/3345.jpg,10-19,1,0,False
train/3346.jpg,10-19,1,0,False
train/3354.jpg,20-29,1,0,False
train/3372.jpg,10-19,1,0,False
train/3375.jpg,30-39,0,0,False
train/3376.jpg,10-19,1,0,True
train/3377.jpg,40-49,0,0,True
train/3390.jpg,50-59,0,0,False
train/3407.jpg,60-69,1,0,False
train/3414.jpg,60-69,0,0,False
train/3415.jpg,30-39,1,0,False
train/3417.jpg,20-29,0,0,False
train/3424.jpg,30-39,1,0,True
train/3425.jpg,30-39,1,0,False
train/3439.jpg,20-29,0,0,True
train/3440.jpg,10-19,0,0,True
train/3443.jpg,20-29,0,0,True
train/3452.jpg,30-39,0,0,False
train/3455.jpg,40-49,0,0,False
train/3458.jpg,40-49,0,0,False
train/3466.jpg,20-29,1,0,False
train/3481.jpg,20-29,1,0,True
train/3488.jpg,60-69,0,0,False
train/3495.jpg,20-29,0,0,True
train/3503.jpg,30-39,0,0,False
train/3504.jpg,30-39,0,0,False
train/3505.jpg,20-29,0,0,False
train/3513.jpg,40-49,0,0,False
train/3522.jpg,40-49,0,0,False
train/3523.jpg,50-59,0,0,False
train/3525.jpg,10-19,1,0,True
train/3527.jpg,40-49,0,0,False
train/3536.jpg,20-29,1,0,False
train/3538.jpg,20-29,1,0,False
train/3543.jpg,30-39,1,0,False
train/3544.jpg,20-29,1,0,False
train/3546.jpg,20-29,0,0,True
train/3563.jpg,30-39,1,0,False
train/3566.jpg,50-59,0,0,False
train/3571.jpg,30-39,0,0,False
train/3585.jpg,30-39,0,0,True
train/3591.jpg,20-29,0,0,False
train/3594.jpg,20-29,1,0,True
train/3597.jpg,20-29,0,0,True
train/3602.jpg,50-59,1,0,False
train/3611.jpg,20-29,1,0,True
train/3616.jpg,30-39,1,0,True
train/3620.jpg,20-29,0,0,True
train/3626.jpg,50-59,0,0,False
train/3633.jpg,20-29,0,0,True
train/3639.jpg,30-39,0,0,False
train/3653.jpg,20-29,1,0,False
train/3655.jpg,50-59,0,0,True
train/3656.jpg,20-29,1,0,False
train/3661.jpg,20-29,0,0,False
train/3665.jpg,30-39,1,0,False
train/3667.jpg,50-59,1,0,False
train/3669.jpg,50-59,1,0,True
train/3680.jpg,20-29,1,0,True
train/3681.jpg,30-39,0,0,True
train/3688.jpg,10-19,1,0,False
train/3696.jpg,20-29,0,0,True
train/3698.jpg,20-29,0,0,False
train/3704.jpg,20-29,1,0,False
train/3715.jpg,30-39,0,0,False
train/3717.jpg,20-29,0,0,False
train/3719.jpg,40-49,0,0,False
train/3721.jpg,30-39,1,0,False
train/3724.jpg,40-49,1,0,True
train/3738.jpg,10-19,1,0,False
train/3743.jpg,20-29,0,0,True
train/3766.jpg,20-29,0,0,False
train/3767.jpg,40-49,1,0,True
train/3774.jpg,40-49,0,0,False
train/3777.jpg,40-49,1,0,True
train/3784.jpg,20-29,0,0,True
train/3792.jpg,30-39,1,0,False
train/3802.jpg,10-19,1,0,True
train/3811.jpg,50-59,1,0,False
train/3812.jpg,10-19,1,0,False
train/3813.jpg,30-39,0,0,False
train/3826.jpg,30-39,1,0,False
train/3827.jpg,40-49,0,0,False
train/3833.jpg,30-39,0,0,True
train/3837.jpg,40-49,0,0,False
train/3838.jpg,40-49,1,0,True
train/3843.jpg,30-39,1,0,False
train/3852.jpg,30-39,0,0,False
train/3855.jpg,40-49,0,0,False
train/3865.jpg,20-29,1,0,False
train/3876.jpg,30-39,1,0,True
train/3877.jpg,30-39,1,0,True
train/3881.jpg,40-49,0,0,False
train/3885.jpg,60-69,0,0,False
train/3887.jpg,40-49,0,0,True
train/3900.jpg,50-59,1,0,True
train/3909.jpg,50-59,1,0,False
train/3913.jpg,50-59,0,0,False
train/3916.jpg,30-39,0,0,True
train/3917.jpg,30-39,1,0,True
train/3924.jpg,20-29,1,0,True
train/3926.jpg,50-59,0,0,False
train/3928.jpg,20-29,1,0,True
train/3932.jpg,30-39,0,0,False
train/3934.jpg,20-29,0,0,True
train/3936.jpg,40-49,1,0,False
train/3939.jpg,30-39,1,0,False
train/3940.jpg,10-19,0,0,False
train/3944.jpg,30-39,1,0,True
train/3945.jpg,20-29,1,0,False
train/3948.jpg,40-49,0,0,True
train/3953.jpg,20-29,1,0,True
train/3960.jpg,20-29,1,0,False
train/3975.jpg,20-29,0,0,False
train/3984.jpg,20-29,1,0,True
train/3986.jpg,40-49,0,0,True
train/3990.jpg,30-39,0,0,True
train/3995.jpg,20-29,1,0,False
train/3996.jpg,20-29,1,0,True
train/3997.jpg,30-39,0,0,False
train/4004.jpg,30-39,1,0,False
train/4013.jpg,30-39,0,0,False
train/4034.jpg,60-69,0,0,False
train/4040.jpg,30-39,0,0,False
train/4046.jpg,20-29,1,0,True
train/4049.jpg,20-29,1,0,False
train/4050.jpg,20-29,0,0,False
train/4061.jpg,60-69,1,0,False
train/4063.jpg,30-39,0,0,False
train/4066.jpg,20-29,1,0,True
train/4071.jpg,50-59,0,0,True
train/4074.jpg,10-19,0,0,True
train/4080.jpg,30-39,1,0,False
train/4082.jpg,50-59,1,0,False
train/4099.jpg,50-59,0,0,False
train/4103.jpg,10-19,1,0,True
train/4115.jpg,20-29,0,0,False
train/4127.jpg,20-29,0,0,True
train/4129.jpg,20-29,1,0,False
train/4133.jpg,10-19,1,0,False
train/4137.jpg,30-39,1,0,False
train/4139.jpg,30-39,1,0,True
train/4140.jpg,20-29,0,0,False
train/4149.jpg,20-29,1,0,False
train/4150.jpg,10-19,1,0,True
train/4153.jpg,20-29,1,0,True
train/4155.jpg,50-59,0,0,False
train/4160.jpg,20-29,0,0,True
train/4161.jpg,20-29,0,0,True
train/4169.jpg,50-59,1,0,False
train/4179.jpg,30-39,0,0,False
train/4182.jpg,50-59,0,0,False
train/4202.jpg,30-39,0,0,True
train/4216.jpg,30-39,0,0,True
